Município,UF,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Ano,ARRECADAÇÃO,Arrecadação
SANTANA DO LIVRAMENTO,RS,,,,,,,,,,,,,,2023,,3845672.91999977
SANTANA DO MANHUACU,MG,,,,,,,,,,,,,,2023,,36949.0100000008
SANTANA DO MARANHAO,MA,,,,,,,,,,,,,,2023,,185095.469999989
SANTANA DO MATOS,RN,,,,,,,,,,,,,,2023,,16681.4800000009
SANTANA DO MUNDAU,AL,,,,,,,,,,,,,,2023,,235889.760000003
SANTANA DO PARAISO,MG,,,,,,,,,,,,,,2023,,1730420.65000006
SANTANA DO PIAUI,PI,,,,,,,,,,,,,,2023,,131608.109999991
SANTANA DO RIACHO,MG,,,,,,,,,,,,,,2023,,172143.710000001
SANTANA DO SAO FRANCISCO,SE,,,,,,,,,,,,,,2023,,226203.389999938
SANTANA DO SERIDO,RN,,,,,,,,,,,,,,2023,,59722.330000004
SANTANA DOS GARROTES,PB,,,,,,,,,,,,,,2023,,621.310000000522
SANTANA DOS MONTES,MG,,,,,,,,,,,,,,2023,,255217.520000016
SANTANA,AP,,,,,,,,,,,,,,2023,,4139434.87999994
SANTANA,BA,,,,,,,,,,,,,,2023,,3029103.31000077
SANTANOPOLIS,BA,,,,,,,,,,,,,,2023,,518925.110000095
SANTAREM NOVO,PA,,,,,,,,,,,,,,2023,,403180.419999943
SANTAREM,PA,,,,,,,,,,,,,,2023,,11117301.9400007
JOCA CLAUDINO,PB,,,,,,,,,,,,,,2023,,237972.109999949
SANTIAGO DO SUL,SC,,,,,,,,,,,,,,2023,,13493.620000012
SANTIAGO,RS,,,,,,,,,,,,,,2023,,1338044.29999991
SANTO AFONSO,MT,,,,,,,,,,,,,,2023,,20975.7499999993
SANTO AMARO DA IMPERATRIZ,SC,,,,,,,,,,,,,,2023,,1460356.30000024
SANTO AMARO DAS BROTAS,SE,,,,,,,,,,,,,,2023,,2467458.02000034
SANTO AMARO DO MARANHAO,MA,,,,,,,,,,,,,,2023,,581552.74000022
SANTO AMARO,BA,,,,,,,,,,,,,,2023,,4452263.65000244
SANTO ANASTACIO,SP,,,,,,,,,,,,,,2023,,361473.489999986
SANTO ANDRE,SP,,,,,,,,,,,,,,2023,,43786668.4100001
SANTO ANGELO,RS,,,,,,,,,,,,,,2023,,2991389.83999999
SANTO ANTONIO DA ALEGRIA,SP,,,,,,,,,,,,,,2023,,633744.789999919
SANTO ANTONIO DA BARRA,GO,,,,,,,,,,,,,,2023,,468575.580000021
SANTO ANTONIO DA PATRULHA,RS,,,,,,,,,,,,,,2023,,1189994.40999999
SANTO ANTONIO DA PLATINA,PR,,,,,,,,,,,,,,2023,,1049530.68000012
SANTO ANTONIO DAS MISSOES,RS,,,,,,,,,,,,,,2023,,112080.280000009
SANTO ANTONIO DE GOIAS,GO,,,,,,,,,,,,,,2023,,289089.169999985
SANTO ANTONIO DE JESUS,BA,,,,,,,,,,,,,,2023,,4558880.35000049
SANTO ANTONIO DE LISBOA,PI,,,,,,,,,,,,,,2023,,9954.49999999849
SANTO ANTONIO DE PADUA,RJ,,,,,,,,,,,,,,2023,,560632.639999957
SANTO ANTONIO DE POSSE,SP,,,,,,,,,,,,,,2023,,1482308.43
SANTO ANTONIO DO AMPARO,MG,,,,,,,,,,,,,,2023,,1311833.31999999
SANTO ANTONIO DO ARACANGUA,SP,,,,,,,,,,,,,,2023,,100130.8
SANTO ANTONIO DO AVENTUREIRO,MG,,,,,,,,,,,,,,2023,,107220.700000009
SANTO ANTONIO DO CAIUA,PR,,,,,,,,,,,,,,2023,,30341.919999999
SANTO ANTONIO DO DESCOBERTO,GO,,,,,,,,,,,,,,2023,,2142543.17999842
SANTO ANTONIO DO GRAMA,MG,,,,,,,,,,,,,,2023,,8030.93999999852
SANTO ANTONIO DO ICA,AM,,,,,,,,,,,,,,2023,,978123.240000424
SANTO ANTONIO DO ITAMBE,MG,,,,,,,,,,,,,,2023,,276195.79000004
SANTO ANTONIO DO JACINTO,MG,,,,,,,,,,,,,,2023,,219780.970000049
SANTO ANTONIO DO JARDIM,SP,,,,,,,,,,,,,,2023,,210914.949999991
SANTO ANTONIO DO LESTE,MT,,,,,,,,,,,,,,2023,,151545.820000003
SANTO ANTONIO DO LEVERGER,MT,,,,,,,,,,,,,,2023,,525568.190000069
SANTO ANTONIO DO MONTE,MG,,,,,,,,,,,,,,2023,,475442.120000006
SANTO ANTONIO DO PALMA,RS,,,,,,,,,,,,,,2023,,11874.6300000006
SANTO ANTONIO DO PARAISO,PR,,,,,,,,,,,,,,2023,,77641.5900000057
SANTO ANTONIO DO PINHAL,SP,,,,,,,,,,,,,,2023,,101279.829999995
SANTO ANTONIO DO PLANALTO,RS,,,,,,,,,,,,,,2023,,91023.4099999666
SANTO ANTONIO DO RETIRO,MG,,,,,,,,,,,,,,2023,,161301.820000011
SANTO ANTONIO DO RIO ABAIXO,MG,,,,,,,,,,,,,,2023,,55954.6800000044
SANTO ANTONIO DO SUDOESTE,PR,,,,,,,,,,,,,,2023,,614649.440000022
SANTO ANTONIO DO TAUA,PA,,,,,,,,,,,,,,2023,,806209.540000038
SANTO ANTONIO DOS LOPES,MA,,,,,,,,,,,,,,2023,,1713270.20999879
SANTO ANTONIO DOS MILAGRES,PI,,,,,,,,,,,,,,2023,,9989.59000000067
SANTO ANTONIO,RN,,,,,,,,,,,,,,2023,,1072803.51999984
SANTO AUGUSTO,RS,,,,,,,,,,,,,,2023,,403703.880000023
SANTO CRISTO,RS,,,,,,,,,,,,,,2023,,2457822.74000003
SANTO ESTEVAO,BA,,,,,,,,,,,,,,2023,,1068352.90999981
SANTO EXPEDITO DO SUL,RS,,,,,,,,,,,,,,2023,,67536.9700000146
SANTO EXPEDITO,SP,,,,,,,,,,,,,,2023,,3686.00000000016
SANTO HIPOLITO,MG,,,,,,,,,,,,,,2023,,85157.2999999881
SANTO INACIO DO PIAUI,PI,,,,,,,,,,,,,,2023,,203079.81999987
SANTO INACIO,PR,,,,,,,,,,,,,,2023,,265349.589999997
SANTOPOLIS DO AGUAPEI,SP,,,,,,,,,,,,,,2023,,251092.749999994
SANTOS DUMONT,MG,,,,,,,,,,,,,,2023,,849860.050000003
SANTOS,SP,,,,,,,,,,,,,,2023,,35205606.2200014
SAO BENEDITO DO RIO PRETO,MA,,,,,,,,,,,,,,2023,,739265.060000406
SAO BENEDITO DO SUL,PE,,,,,,,,,,,,,,2023,,373237.269999894
SAO BENEDITO,CE,,,,,,,,,,,,,,2023,,1264932.84999999
SAO BENTINHO,PB,,,,,,,,,,,,,,2023,,132282.149999928
SAO BENTO ABADE,MG,,,,,,,,,,,,,,2023,,8218.47999999908
SAO BENTO DO NORTE,RN,,,,,,,,,,,,,,2023,,285561.030000084
SAO BENTO DO SAPUCAI,SP,,,,,,,,,,,,,,2023,,207499.449999987
SAO BENTO DO SUL,SC,,,,,,,,,,,,,,2023,,3978367.62000007
SAO BENTO DO TOCANTINS,TO,,,,,,,,,,,,,,2023,,40642.5699999764
SAO BENTO DO TRAIRI,RN,,,,,,,,,,,,,,2023,,857147.740000204
SAO BENTO DO UNA,PE,,,,,,,,,,,,,,2023,,821751.92000002
SAO BENTO,MA,,,,,,,,,,,,,,2023,,185801.960000014
SAO BENTO,PB,,,,,,,,,,,,,,2023,,1459311.81999967
SAO BERNARDINO,SC,,,,,,,,,,,,,,2023,,10027.6800000006
SAO BERNARDO DO CAMPO,SP,,,,,,,,,,,,,,2023,,82361666.4600025
SAO BERNARDO,MA,,,,,,,,,,,,,,2023,,94590.6599999937
SAO BONIFACIO,SC,,,,,,,,,,,,,,2023,,162576.130000046
SAO BORJA,RS,,,,,,,,,,,,,,2023,,3560655.44000041
SAO BRAS DO SUACUI,MG,,,,,,,,,,,,,,2023,,17416.7599999969
SAO BRAS,AL,,,,,,,,,,,,,,2023,,280342.999999979
SAO BRAZ DO PIAUI,PI,,,,,,,,,,,,,,2023,,51841.2199999897
SAO CAETANO DE ODIVELAS,PA,,,,,,,,,,,,,,2023,,836795.979999919
SAO CAETANO DO SUL,SP,,,,,,,,,,,,,,2023,,30530910.1799995
SAO CAITANO,PE,,,,,,,,,,,,,,2023,,1271986.94999992
SAO CARLOS DO IVAI,PR,,,,,,,,,,,,,,2023,,65874.6899999929
SAO CARLOS,SC,,,,,,,,,,,,,,2023,,1536822.85000001
SAO CARLOS,SP,,,,,,,,,,,,,,2023,,16304511.0700005
SAO CRISTOVAO DO SUL,SC,,,,,,,,,,,,,,2023,,123971.320000054
SAO CRISTOVAO,SE,,,,,,,,,,,,,,2023,,5475505.10999899
SAO DESIDERIO,BA,,,,,,,,,,,,,,2023,,1514241.54999973
SAO DOMINGOS DAS DORES,MG,,,,,,,,,,,,,,2023,,59137.6999999895
SAO DOMINGOS DE POMBAL,PB,,,,,,,,,,,,,,2023,,46282.3600000036
SAO DOMINGOS DO ARAGUAIA,PA,,,,,,,,,,,,,,2023,,1630006.3200001
SAO DOMINGOS DO AZEITAO,MA,,,,,,,,,,,,,,2023,,328206.949999999
SAO DOMINGOS DO CAPIM,PA,,,,,,,,,,,,,,2023,,1149385.81999983
SAO DOMINGOS DO CARIRI,PB,,,,,,,,,,,,,,2023,,297.419999999925
SAO DOMINGOS DO MARANHAO,MA,,,,,,,,,,,,,,2023,,1492544.62000014
SAO DOMINGOS DO NORTE,ES,,,,,,,,,,,,,,2023,,15490.0999999997
SAO DOMINGOS DO PRATA,MG,,,,,,,,,,,,,,2023,,190399.280000011
SAO DOMINGOS DO SUL,RS,,,,,,,,,,,,,,2023,,58360.3300000022
SAO DOMINGOS,BA,,,,,,,,,,,,,,2023,,147331.909999998
SAO DOMINGOS,GO,,,,,,,,,,,,,,2023,,429219.24000012
SAO DOMINGOS,SC,,,,,,,,,,,,,,2023,,364249.230000035
SAO DOMINGOS,SE,,,,,,,,,,,,,,2023,,3034706.79999984
SAO FELIPE D'OESTE,RO,,,,,,,,,,,,,,2023,,3819.1200000001
SAO FELIPE,BA,,,,,,,,,,,,,,2023,,1632296.89999963
SAO FELIX DE BALSAS,MA,,,,,,,,,,,,,,2023,,54274.0700000049
SAO FELIX DE MINAS,MG,,,,,,,,,,,,,,2023,,403389.680000002
SAO FELIX DO ARAGUAIA,MT,,,,,,,,,,,,,,2023,,2495876.91999969
SAO FELIX DO CORIBE,BA,,,,,,,,,,,,,,2023,,223395.27999999
SAO FELIX DO PIAUI,PI,,,,,,,,,,,,,,2023,,788342.659999872
SAO FELIX DO TOCANTINS,TO,,,,,,,,,,,,,,2023,,61805.7500000155
SAO FELIX DO XINGU,PA,,,,,,,,,,,,,,2023,,1803084.50999954
SAO FELIX,BA,,,,,,,,,,,,,,2023,,912307.669999937
SAO FERNANDO,RN,,,,,,,,,,,,,,2023,,356187.779999989
SAO FIDELIS,RJ,,,,,,,,,,,,,,2023,,2439066.37000066
SAO FRANCISCO DE ASSIS DO PIAUI,PI,,,,,,,,,,,,,,2023,,963.959999999497
SAO FRANCISCO DE ASSIS,RS,,,,,,,,,,,,,,2023,,495539.880000017
SAO FRANCISCO DE GOIAS,GO,,,,,,,,,,,,,,2023,,361079.65999988
SAO FRANCISCO DE ITABAPOANA,RJ,,,,,,,,,,,,,,2023,,1974137.74999979
SAO FRANCISCO DE PAULA,MG,,,,,,,,,,,,,,2023,,277089.410000076
SAO FRANCISCO DE PAULA,RS,,,,,,,,,,,,,,2023,,567674.890000081
SAO FRANCISCO DE SALES,MG,,,,,,,,,,,,,,2023,,111509.31000002
SAO FRANCISCO DO BREJAO,MA,,,,,,,,,,,,,,2023,,454913.819999804
SAO FRANCISCO DO CONDE,BA,,,,,,,,,,,,,,2023,,9829347.82999975
SAO FRANCISCO DO GLORIA,MG,,,,,,,,,,,,,,2023,,40600.6000000073
SAO FRANCISCO DO GUAPORE,RO,,,,,,,,,,,,,,2023,,127794.77999999
SAO FRANCISCO DO MARANHAO,MA,,,,,,,,,,,,,,2023,,326550.230000066
SAO FRANCISCO DO OESTE,RN,,,,,,,,,,,,,,2023,,199820.139999957
SAO FRANCISCO DO PARA,PA,,,,,,,,,,,,,,2023,,537549.669999902
SAO FRANCISCO DO PIAUI,PI,,,,,,,,,,,,,,2023,,250299.080000009
SAO FRANCISCO DO SUL,SC,,,,,,,,,,,,,,2023,,2864942.61000011
SAO FRANCISCO,MG,,,,,,,,,,,,,,2023,,1267572.51999989
SAO FRANCISCO,PB,,,,,,,,,,,,,,2023,,5679.03000000503
SAO FRANCISCO,SE,,,,,,,,,,,,,,2023,,1784186.24000004
SAO FRANCISCO,SP,,,,,,,,,,,,,,2023,,3026.70999999979
SAO GABRIEL DA CACHOEIRA,AM,,,,,,,,,,,,,,2023,,2840160.31999963
SAO GABRIEL DA PALHA,ES,,,,,,,,,,,,,,2023,,458824.539999976
SAO GABRIEL DO OESTE,MS,,,,,,,,,,,,,,2023,,3100515.49000025
SAO GABRIEL,BA,,,,,,,,,,,,,,2023,,333124.630000103
SAO GABRIEL,RS,,,,,,,,,,,,,,2023,,2484120.23999992
SAO GERALDO DA PIEDADE,MG,,,,,,,,,,,,,,2023,,21981.0600000019
SAO GERALDO DO ARAGUAIA,PA,,,,,,,,,,,,,,2023,,2998850.02000069
SAO GERALDO DO BAIXIO,MG,,,,,,,,,,,,,,2023,,64673.5999999935
SAO GERALDO,MG,,,,,,,,,,,,,,2023,,133491.460000009
SAO GONCALO DO ABAETE,MG,,,,,,,,,,,,,,2023,,310768.789999998
SAO GONCALO DO AMARANTE,CE,,,,,,,,,,,,,,2023,,6357470.70000241
SAO GONCALO DO AMARANTE,RN,,,,,,,,,,,,,,2023,,2928085.38999983
SAO GONCALO DO GURGUEIA,PI,,,,,,,,,,,,,,2023,,189495.359999979
SAO GONCALO DO PARA,MG,,,,,,,,,,,,,,2023,,311808.81000015
SAO GONCALO DO PIAUI,PI,,,,,,,,,,,,,,2023,,12737.1400000025
SAO GONCALO DO RIO ABAIXO,MG,,,,,,,,,,,,,,2023,,366845.360000019
SAO GONCALO DO RIO PRETO,MG,,,,,,,,,,,,,,2023,,661206.839999918
SAO GONCALO DO SAPUCAI,MG,,,,,,,,,,,,,,2023,,791223.390000049
SAO GONCALO DOS CAMPOS,BA,,,,,,,,,,,,,,2023,,2392576.12999928
SAO GONCALO,RJ,,,,,,,,,,,,,,2023,,38276613.9999983
SAO GOTARDO,MG,,,,,,,,,,,,,,2023,,1241719.29000026
SAO JERONIMO DA SERRA,PR,,,,,,,,,,,,,,2023,,397365.480000038
SAO JERONIMO,RS,,,,,,,,,,,,,,2023,,521142.849999957
SAO JOAO BATISTA DO GLORIA,MG,,,,,,,,,,,,,,2023,,303420.010000015
SAO JOAO BATISTA,MA,,,,,,,,,,,,,,2023,,712644.859999529
SAO JOAO BATISTA,SC,,,,,,,,,,,,,,2023,,1048536.57999992
SAO JOAO D'ALIANCA,GO,,,,,,,,,,,,,,2023,,725634.44999985
SAO JOAO DA BALIZA,RR,,,,,,,,,,,,,,2023,,1602687.89999944
SAO JOAO DA BARRA,RJ,,,,,,,,,,,,,,2023,,3686871.67999973
SAO JOAO DA BOA VISTA,SP,,,,,,,,,,,,,,2023,,3353918.13000003
SAO JOAO DA CANABRAVA,PI,,,,,,,,,,,,,,2023,,298091.280000075
SAO JOAO DA FRONTEIRA,PI,,,,,,,,,,,,,,2023,,240456.479999796
SAO JOAO DA LAGOA,MG,,,,,,,,,,,,,,2023,,43718.1899999988
SAO JOAO DA MATA,MG,,,,,,,,,,,,,,2023,,9367.49999999993
SAO JOAO DA PARAUNA,GO,,,,,,,,,,,,,,2023,,107869.819999988
SAO JOAO DA PONTA,PA,,,,,,,,,,,,,,2023,,166703.789999977
SAO JOAO DA PONTE,MG,,,,,,,,,,,,,,2023,,115316.070000027
SAO JOAO DA SERRA,PI,,,,,,,,,,,,,,2023,,178957.88999999
SAO JOAO DA URTIGA,RS,,,,,,,,,,,,,,2023,,25477.8799999985
SAO JOAO DA VARJOTA,PI,,,,,,,,,,,,,,2023,,174353.86999998
SAO JOAO DAS DUAS PONTES,SP,,,,,,,,,,,,,,2023,,7186.29000000004
SAO JOAO DAS MISSOES,MG,,,,,,,,,,,,,,2023,,3654.92999999989
SAO JOAO DE IRACEMA,SP,,,,,,,,,,,,,,2023,,19548.559999997
SAO JOAO DE MERITI,RJ,,,,,,,,,,,,,,2023,,12236963.3499986
SAO JOAO DE PIRABAS,PA,,,,,,,,,,,,,,2023,,881552.890000119
SAO JOAO DEL REI,MG,,,,,,,,,,,,,,2023,,2569883.25000008
SAO JOAO DO ARAGUAIA,PA,,,,,,,,,,,,,,2023,,13696.0299999995
SAO JOAO DO ARRAIAL,PI,,,,,,,,,,,,,,2023,,130650.859999988
SAO JOAO DO CAIUA,PR,,,,,,,,,,,,,,2023,,13205.6799999991
SAO JOAO DO CARIRI,PB,,,,,,,,,,,,,,2023,,14539.8400000026
SAO JOAO DO CARU,MA,,,,,,,,,,,,,,2023,,628476.900000245
SAO JOAO DO ITAPERIU,SC,,,,,,,,,,,,,,2023,,336786.220000004
SAO JOAO DO IVAI,PR,,,,,,,,,,,,,,2023,,457280.360000022
SAO JOAO DO JAGUARIBE,CE,,,,,,,,,,,,,,2023,,209476.059999968
SAO JOAO DO MANHUACU,MG,,,,,,,,,,,,,,2023,,117344.010000036
SAO JOAO DO MANTENINHA,MG,,,,,,,,,,,,,,2023,,24172.1299999978
SAO JOAO DO OESTE,SC,,,,,,,,,,,,,,2023,,105554.6
SAO JOAO DO ORIENTE,MG,,,,,,,,,,,,,,2023,,196449.65000001
SAO JOAO DO PACUI,MG,,,,,,,,,,,,,,2023,,230878.569999894
SAO JOAO DO PARAISO,MA,,,,,,,,,,,,,,2023,,292796.459999824
SAO JOAO DO PARAISO,MG,,,,,,,,,,,,,,2023,,651126.209999628
SAO JOAO DO PAU D'ALHO,SP,,,,,,,,,,,,,,2023,,4239.71999999881
SAO JOAO DO PIAUI,PI,,,,,,,,,,,,,,2023,,149202.800000006
SAO JOAO DO POLESINE,RS,,,,,,,,,,,,,,2023,,56679.4099999959
SAO JOAO DO RIO DO PEIXE,PB,,,,,,,,,,,,,,2023,,905377.910000421
SAO JOAO DO SABUGI,RN,,,,,,,,,,,,,,2023,,1780.54000000004
SAO JOAO DO SOTER,MA,,,,,,,,,,,,,,2023,,407993.950000069
SAO JOAO DO SUL,SC,,,,,,,,,,,,,,2023,,44897.0300000008
SAO JOAO DO TIGRE,PB,,,,,,,,,,,,,,2023,,163038.24999995
SAO JOAO DO TRIUNFO,PR,,,,,,,,,,,,,,2023,,36447.3600000011
SAO JOAO DOS PATOS,MA,,,,,,,,,,,,,,2023,,96484.5499999871
SAO JOAO EVANGELISTA,MG,,,,,,,,,,,,,,2023,,808322.019999909
SAO JOAO NEPOMUCENO,MG,,,,,,,,,,,,,,2023,,669741.430000015
SAO JOAO,PE,,,,,,,,,,,,,,2023,,576257.34000005
SAO JOAO,PR,,,,,,,,,,,,,,2023,,258846.210000041
SAO JOAQUIM DA BARRA,SP,,,,,,,,,,,,,,2023,,2915793.4199997
SAO JOAQUIM DE BICAS,MG,,,,,,,,,,,,,,2023,,3171588.54000029
SAO JOAQUIM DO MONTE,PE,,,,,,,,,,,,,,2023,,426988.870000014
SAO JOAQUIM,SC,,,,,,,,,,,,,,2023,,1115701.58000014
SAO JORGE D'OESTE,PR,,,,,,,,,,,,,,2023,,460907.040000084
SAO JORGE DO IVAI,PR,,,,,,,,,,,,,,2023,,82756.1200000021
SAO JORGE DO PATROCINIO,PR,,,,,,,,,,,,,,2023,,142126.899999993
SAO JORGE,RS,,,,,,,,,,,,,,2023,,143703.640000001
SAO JOSE DA BARRA,MG,,,,,,,,,,,,,,2023,,100660.329999992
SAO JOSE DA BELA VISTA,SP,,,,,,,,,,,,,,2023,,401854.059999941
SAO JOSE DA BOA VISTA,PR,,,,,,,,,,,,,,2023,,63483.2400000067
SAO JOSE DA COROA GRANDE,PE,,,,,,,,,,,,,,2023,,429692.269999984
SAO JOSE DA LAGOA TAPADA,PB,,,,,,,,,,,,,,2023,,348527.220000032
SAO JOSE DA LAJE,AL,,,,,,,,,,,,,,2023,,949990.290000119
SAO JOSE DA LAPA,MG,,,,,,,,,,,,,,2023,,731964.65999993
SAO JOSE DA SAFIRA,MG,,,,,,,,,,,,,,2023,,46880.8399999911
SAO JOSE DA TAPERA,AL,,,,,,,,,,,,,,2023,,778167.88999999
SAO JOSE DA VARGINHA,MG,,,,,,,,,,,,,,2023,,261821.740000019
SAO JOSE DA VITORIA,BA,,,,,,,,,,,,,,2023,,538563.989999947
SAO JOSE DAS PALMEIRAS,PR,,,,,,,,,,,,,,2023,,9919.21999999892
SAO JOSE DE CAIANA,PB,,,,,,,,,,,,,,2023,,98374.0900000022
SAO JOSE DE ESPINHARAS,PB,,,,,,,,,,,,,,2023,,235437.550000041
SAO JOSE DE MIPIBU,RN,,,,,,,,,,,,,,2023,,1039336.29000024
SAO JOSE DE PIRANHAS,PB,,,,,,,,,,,,,,2023,,851521.500000358
SAO JOSE DE PRINCESA,PB,,,,,,,,,,,,,,2023,,73719.5300000012
SAO JOSE DE RIBAMAR,MA,,,,,,,,,,,,,,2023,,4290831.90999948
SAO JOSE DE UBA,RJ,,,,,,,,,,,,,,2023,,134061.769999992
SAO JOSE DO ALEGRE,MG,,,,,,,,,,,,,,2023,,22117.49999999
SAO JOSE DO BARREIRO,SP,,,,,,,,,,,,,,2023,,146522.339999976
SAO JOSE DO BELMONTE,PE,,,,,,,,,,,,,,2023,,339388.360000054
SAO JOSE DO BONFIM,PB,,,,,,,,,,,,,,2023,,215037.229999843
SAO JOSE DO BREJO DO CRUZ,PB,,,,,,,,,,,,,,2023,,3275.46999999927
SAO JOSE DO CALCADO,ES,,,,,,,,,,,,,,2023,,71605.909999989
SAO JOSE DO CAMPESTRE,RN,,,,,,,,,,,,,,2023,,713968.090000033
SAO JOSE DO CEDRO,SC,,,,,,,,,,,,,,2023,,317241.160000013
SAO JOSE DO CERRITO,SC,,,,,,,,,,,,,,2023,,238185.319999984
SAO JOSE DO DIVINO,MG,,,,,,,,,,,,,,2023,,12329.2900000068
SAO JOSE DO DIVINO,PI,,,,,,,,,,,,,,2023,,41776.7799999991
SAO JOSE DO EGITO,PE,,,,,,,,,,,,,,2023,,408056.510000037
SAO JOSE DO GOIABAL,MG,,,,,,,,,,,,,,2023,,24155.5699999985
SAO JOSE DO HERVAL,RS,,,,,,,,,,,,,,2023,,4331.87999999795
SAO JOSE DO HORTENCIO,RS,,,,,,,,,,,,,,2023,,46722.3099999964
SAO JOSE DO INHACORA,RS,,,,,,,,,,,,,,2023,,50628.7599999972
SAO JOSE DO JACUIPE,BA,,,,,,,,,,,,,,2023,,41841.799999997
SAO JOSE DO JACURI,MG,,,,,,,,,,,,,,2023,,88104.3200000008
SAO JOSE DO MANTIMENTO,MG,,,,,,,,,,,,,,2023,,22924.9400000011
SAO JOSE DO NORTE,RS,,,,,,,,,,,,,,2023,,1669995.29000007
SAO JOSE DO OURO,RS,,,,,,,,,,,,,,2023,,130806.999999985
SAO JOSE DO PEIXE,PI,,,,,,,,,,,,,,2023,,114618.549999953
SAO JOSE DO PIAUI,PI,,,,,,,,,,,,,,2023,,11010.0699999984
SAO JOSE DO POVO,MT,,,,,,,,,,,,,,2023,,136095.290000065
SAO JOSE DO RIO CLARO,MT,,,,,,,,,,,,,,2023,,2258314.15000068
SAO JOSE DO RIO PARDO,SP,,,,,,,,,,,,,,2023,,1592075.68999988
SAO JOSE DO RIO PRETO,SP,,,,,,,,,,,,,,2023,,35710231.8500019
SAO JOSE DO SABUGI,PB,,,,,,,,,,,,,,2023,,451025.669999867
SAO JOSE DO SERIDO,RN,,,,,,,,,,,,,,2023,,95451.2299999984
SAO JOSE DO SUL,RS,,,,,,,,,,,,,,2023,,44505.1500000071
SAO JOSE DO VALE DO RIO PRETO,RJ,,,,,,,,,,,,,,2023,,894231.729999931
SAO JOSE DO XINGU,MT,,,,,,,,,,,,,,2023,,954832.930000123
SAO JOSE DOS AUSENTES,RS,,,,,,,,,,,,,,2023,,42049.289999998
SAO JOSE DOS BASILIOS,MA,,,,,,,,,,,,,,2023,,328490.520000081
SAO JOSE DOS CAMPOS,SP,,,,,,,,,,,,,,2023,,43879623.900002
SAO JOSE DOS CORDEIROS,PB,,,,,,,,,,,,,,2023,,5966.06999999582
SAO JOSE DOS PINHAIS,PR,,,,,,,,,,,,,,2023,,20924798.9400006
SAO JOSE DOS QUATRO MARCOS,MT,,,,,,,,,,,,,,2023,,437558.510000019
SAO JOSE DOS RAMOS,PB,,,,,,,,,,,,,,2023,,323307.889999943
SAO JOSE,SC,,,,,,,,,,,,,,2023,,17922432.8999998
SAO JULIAO,PI,,,,,,,,,,,,,,2023,,222191.459999929
SAO LEOPOLDO,RS,,,,,,,,,,,,,,2023,,15863360.8800001
SAO LOURENCO DA MATA,PE,,,,,,,,,,,,,,2023,,1178950.03000006
SAO LOURENCO DA SERRA,SP,,,,,,,,,,,,,,2023,,1748038.46999987
SAO LOURENCO DO OESTE,SC,,,,,,,,,,,,,,2023,,622367.929999911
SAO LOURENCO DO PIAUI,PI,,,,,,,,,,,,,,2023,,120793.100000019
SAO LOURENCO DO SUL,RS,,,,,,,,,,,,,,2023,,659253.269999999
SAO LOURENCO,MG,,,,,,,,,,,,,,2023,,4771550.44999849
SAO LUDGERO,SC,,,,,,,,,,,,,,2023,,696530.499999936
SAO LUIS DE MONTES BELOS,GO,,,,,,,,,,,,,,2023,,1007417.42000012
SAO LUIS DO CURU,CE,,,,,,,,,,,,,,2023,,148250.830000057
SAO LUIZ DO PARAITINGA,SP,,,,,,,,,,,,,,2023,,271829.760000005
SAO LUIS DO PIAUI,PI,,,,,,,,,,,,,,2023,,58802.8899999987
SAO LUIS DO QUITUNDE,AL,,,,,,,,,,,,,,2023,,1993771.16999932
SAO LUIS GONZAGA DO MARANHAO,MA,,,,,,,,,,,,,,2023,,1568812.4000004
SAO LUIS,MA,,,,,,,,,,,,,,2023,,72571011.9399998
SAO LUIZ DO NORTE,GO,,,,,,,,,,,,,,2023,,25681.4000000109
SAO LUIZ GONZAGA,RS,,,,,,,,,,,,,,2023,,1414839.24000002
SAO LUIZ,RR,,,,,,,,,,,,,,2023,,424828.110000008
SAO MAMEDE,PB,,,,,,,,,,,,,,2023,,407088.849999994
SAO MANOEL DO PARANA,PR,,,,,,,,,,,,,,2023,,19749.509999998
SAO MANUEL,SP,,,,,,,,,,,,,,2023,,1071236.5400001
SAO MARCOS,RS,,,,,,,,,,,,,,2023,,813329.569999954
SAO MARTINHO DA SERRA,RS,,,,,,,,,,,,,,2023,,46431.4499999936
SAO MARTINHO,RS,,,,,,,,,,,,,,2023,,126627.7
SAO MARTINHO,SC,,,,,,,,,,,,,,2023,,44815.3499999926
SAO MATEUS DO MARANHAO,MA,,,,,,,,,,,,,,2023,,756160.300000396
SAO MATEUS DO SUL,PR,,,,,,,,,,,,,,2023,,1023059.75000002
SAO MATEUS,ES,,,,,,,,,,,,,,2023,,5337740.31999981
SAO MIGUEL ARCANJO,SP,,,,,,,,,,,,,,2023,,617223.18000005
SAO MIGUEL DO OESTE,SC,,,,,,,,,,,,,,2023,,1195314.06999998
SAO MIGUEL DA BAIXA GRANDE,PI,,,,,,,,,,,,,,2023,,5166.36000000112
SAO MIGUEL DA BOA VISTA,SC,,,,,,,,,,,,,,2023,,575.380000000005
SAO MIGUEL DAS MATAS,BA,,,,,,,,,,,,,,2023,,1049197.43999965
SAO MIGUEL DAS MISSOES,RS,,,,,,,,,,,,,,2023,,488741.799999931
SAO MIGUEL DE TAIPU,PB,,,,,,,,,,,,,,2023,,116294.89000001
